split,fold,epoch,batch,batch_size,batch_time_seconds,epoch_accumulated_time_seconds,total_accumulated_time_seconds,loss,precision,accuracy,recall,f1,learning_rate,difficulty_mean,difficulty_min,difficulty_max,difficulty_labels
test,0,1,1,32,0.7730534949951107,0.8341767449892359,0.8347708010114729,0.6819356083869934,0.55,0.59375,0.5121457489878543,0.4340136054421769,7.490636704119851e-08,0.78125,0.0,2.0,easy|hard|medium
test,0,1,2,32,0.5226277110050432,1.378801355996984,1.3793951460102107,0.7076472043991089,0.22580645161290322,0.4375,0.4666666666666667,0.30434782608695654,1.4981273408239702e-07,1.09375,0.0,2.0,easy|hard|medium
test,0,1,3,32,0.525907303992426,1.905197613989003,1.9057914240111131,0.6636989116668701,0.6,0.6875,0.5272727272727273,0.48717948717948717,2.247191011235955e-07,0.90625,0.0,2.0,easy|medium|hard
test,0,1,4,32,0.5258686330053024,2.431698537999182,2.432292288998724,0.6999346613883972,0.265625,0.53125,0.5,0.3469387755102041,2.9962546816479403e-07,1.0,0.0,2.0,easy|hard|medium
test,0,1,5,32,0.5251741870015394,2.957430993003072,2.9580247330013663,0.7045440077781677,0.234375,0.46875,0.5,0.3191489361702128,3.7453183520599253e-07,1.0,0.0,2.0,easy|medium|hard
test,0,1,6,32,0.5251090629899409,3.4831168109958526,3.483710801010602,0.6836285591125488,0.26666666666666666,0.5,0.4444444444444444,0.3333333333333333,4.49438202247191e-07,0.90625,0.0,2.0,medium|easy|hard
test,0,1,7,32,0.5262850809958763,4.010043217000202,4.010637017010595,0.6955263018608093,0.7580645161290323,0.53125,0.53125,0.3992490613266583,5.243445692883896e-07,0.75,0.0,2.0,easy|medium|hard
test,0,1,8,32,0.5257896399998572,4.536424270001589,4.5370180110039655,0.7032294273376465,0.45,0.40625,0.48785425101214575,0.3266888150609081,5.992509363295881e-07,1.0,0.0,2.0,hard|medium|easy
test,0,1,9,32,0.525392188996193,5.062402744995779,5.062996442007716,0.7105028629302979,0.171875,0.34375,0.5,0.2558139534883721,6.741573033707865e-07,1.09375,0.0,2.0,hard|medium|easy
test,0,1,10,32,0.5273516520101111,5.590285315993242,5.590879073002725,0.6871117949485779,0.25806451612903225,0.5,0.47058823529411764,0.3333333333333333,7.490636704119851e-07,1.0,0.0,2.0,easy|hard|medium
test,0,1,11,32,0.5277558529924136,6.118609778000973,6.119203819005634,0.7163083553314209,0.21875,0.4375,0.5,0.30434782608695654,8.239700374531835e-07,1.15625,0.0,2.0,medium|hard|easy
test,0,1,12,32,0.527607212003204,6.646732948996942,6.647326673002681,0.6857016086578369,0.2903225806451613,0.5625,0.47368421052631576,0.36,8.98876404494382e-07,1.0,0.0,2.0,medium|easy|hard
test,0,1,13,32,0.5271752630069386,7.1744892970018554,7.175083028007066,0.6948474645614624,0.2903225806451613,0.5625,0.47368421052631576,0.36,9.737827715355806e-07,1.03125,0.0,2.0,medium|easy|hard
test,0,1,14,32,0.5281771760055562,7.703227585996501,7.703821354007232,0.6817190051078796,0.2903225806451613,0.5625,0.47368421052631576,0.36,1.0486891385767792e-06,0.84375,0.0,2.0,hard|medium|easy
test,0,1,15,32,0.5276308699976653,8.23142187600024,8.232015571004013,0.7100919485092163,0.203125,0.40625,0.5,0.28888888888888886,1.1235955056179777e-06,0.96875,0.0,2.0,medium|hard|easy
test,0,1,16,32,0.527134522999404,8.759059695003089,8.759653473010985,0.7077425718307495,0.24193548387096775,0.46875,0.46875,0.3191489361702128,1.1985018726591761e-06,1.28125,0.0,2.0,hard|easy|medium
test,0,1,17,32,0.5271689120127121,9.286789748992305,9.287383540009614,0.7105311155319214,0.6935483870967742,0.40625,0.525,0.3266888150609081,1.2734082397003748e-06,0.78125,0.0,2.0,medium|easy|hard
test,0,1,18,32,0.528649283995037,9.816019088000758,9.816612791008083,0.699279248714447,0.1935483870967742,0.375,0.46153846153846156,0.2727272727272727,1.348314606741573e-06,1.03125,0.0,2.0,hard|easy|medium
test,0,1,19,32,0.5274490860028891,10.344036194990622,10.344629913000972,0.6801923513412476,0.2903225806451613,0.5625,0.47368421052631576,0.36,1.4232209737827715e-06,1.03125,0.0,2.0,hard|medium|easy
test,0,1,20,32,0.5275888470059726,10.872168716989108,10.872762489001616,0.6850525736808777,0.31666666666666665,0.59375,0.4523809523809524,0.37254901960784315,1.4981273408239701e-06,1.375,0.0,2.0,hard|medium|easy
test,0,1,21,32,0.5285931779944804,11.401273714000126,11.401867483000387,0.686825156211853,0.28125,0.5625,0.5,0.36,1.5730337078651686e-06,0.75,0.0,2.0,medium|hard|easy
test,0,1,22,32,0.528348341002129,11.930086692998884,11.930680420002318,0.6768921613693237,0.3103448275862069,0.5625,0.42857142857142855,0.36,1.647940074906367e-06,0.96875,0.0,2.0,medium|easy|hard
test,0,1,23,32,0.5270194100012304,12.457675989993731,12.458269743001438,0.7090578079223633,0.22580645161290322,0.4375,0.4666666666666667,0.30434782608695654,1.7228464419475657e-06,1.21875,0.0,2.0,medium|hard|easy
test,0,1,24,32,0.5274167540046619,12.985538666995126,12.986132421006914,0.6978558301925659,0.5,0.5,0.5,0.3816425120772947,1.797752808988764e-06,0.9375,0.0,2.0,hard|medium|easy
test,0,1,25,32,0.5282947730011074,13.514352761994815,13.51494652700785,0.7039917707443237,0.25,0.5,0.5,0.3333333333333333,1.8726591760299627e-06,1.0625,0.0,2.0,medium|easy|hard
test,0,1,26,32,0.5280881439975929,14.043030100991018,14.043623802004731,0.7043412923812866,0.21666666666666667,0.40625,0.43333333333333335,0.28888888888888886,1.947565543071161e-06,1.15625,0.0,2.0,easy|hard|medium
test,0,1,27,32,0.5272920409915969,14.570833865000168,14.571427622999181,0.6911357045173645,0.26666666666666666,0.5,0.4444444444444444,0.3333333333333333,2.02247191011236e-06,1.1875,0.0,2.0,hard|medium|easy
test,0,1,28,32,0.5284708709950792,15.099873533996288,15.100467247000779,0.7019611597061157,0.24193548387096775,0.46875,0.46875,0.3191489361702128,2.0973782771535585e-06,0.78125,0.0,2.0,medium|easy|hard
test,0,1,29,32,0.5280554859928088,15.6284346649918,15.629028440002003,0.700904369354248,0.20967741935483872,0.40625,0.4642857142857143,0.28888888888888886,2.1722846441947567e-06,1.125,0.0,2.0,hard|medium|easy
test,0,1,30,32,0.5274510900053428,16.15637903699826,16.15697275000275,0.7227681875228882,0.1774193548387097,0.34375,0.4583333333333333,0.2558139534883721,2.2471910112359554e-06,1.0,0.0,2.0,hard|easy|medium
test,0,1,31,32,0.5269748849968892,16.683894759000395,16.684488801009138,0.6917536854743958,0.25,0.46875,0.4411764705882353,0.3191489361702128,2.322097378277154e-06,1.0,0.0,2.0,medium|hard|easy
test,0,1,32,32,0.5287029639875982,17.213171273993794,17.213765041000443,0.6831928491592407,0.7903225806451613,0.59375,0.5357142857142857,0.4340136054421769,2.3970037453183523e-06,0.96875,0.0,2.0,medium|easy|hard
test,0,1,33,32,0.5274713480030186,17.741148047993192,17.741741810008534,0.7034965753555298,0.7096774193548387,0.4375,0.5263157894736842,0.34545454545454546,2.4719101123595505e-06,1.0625,0.0,2.0,medium|easy|hard
test,0,1,34,32,0.5277374400029657,18.26946150099684,18.27005520100647,0.6950308084487915,0.7419354838709677,0.5,0.5294117647058824,0.3816425120772947,2.5468164794007496e-06,0.84375,0.0,2.0,easy|hard|medium
test,0,1,35,32,0.5280830919946311,18.798027021999587,18.798621025009197,0.6960368156433105,0.75,0.53125,0.5588235294117647,0.43859649122807015,2.6217228464419474e-06,0.9375,0.0,2.0,medium|hard|easy
test,0,1,36,32,0.5284235100116348,19.32705336700019,19.327647045007325,0.6844402551651001,0.55,0.59375,0.5121457489878543,0.4340136054421769,2.696629213483146e-06,0.9375,0.0,2.0,hard|easy|medium
test,0,1,37,32,0.5273142469959566,19.854874279000796,19.85546798699943,0.7109658718109131,0.3666666666666667,0.34375,0.425,0.3107692307692308,2.771535580524345e-06,1.15625,0.0,2.0,easy|hard|medium
test,0,1,38,32,0.5276649170118617,20.3831073140027,20.383701052007382,0.7039034366607666,0.5714285714285714,0.4375,0.5333333333333333,0.4,2.846441947565543e-06,1.09375,0.0,2.0,medium|hard|easy
test,0,1,39,32,0.5285361690039281,20.912191580995568,20.912785284002894,0.6968740820884705,0.625,0.53125,0.5549019607843138,0.4684385382059801,2.9213483146067416e-06,1.09375,0.0,2.0,medium|hard|easy
test,0,1,40,32,0.5285925479984144,21.441403500997694,21.44199727800151,0.7112365961074829,0.5064102564102564,0.40625,0.5043290043290043,0.3913913913913914,2.9962546816479402e-06,1.0625,0.0,2.0,hard|medium|easy
test,0,1,41,32,0.5279684179986361,21.9698401959904,21.97043396400113,0.7037243843078613,0.3782051282051282,0.40625,0.42549019607843136,0.3552492046659597,3.0711610486891385e-06,1.0625,0.0,2.0,hard|easy|medium
test,0,1,42,32,0.5293502549902769,22.49982654399355,22.50042030500481,0.6999343633651733,0.4830917874396135,0.5,0.4862745098039216,0.4666666666666667,3.146067415730337e-06,0.84375,0.0,2.0,easy|hard|medium
test,0,1,43,32,0.5282675580092473,23.028715184991597,23.02930898401246,0.6981079578399658,0.4807692307692308,0.46875,0.4882352941176471,0.4231177094379639,3.2209737827715358e-06,1.1875,0.0,2.0,hard|easy|medium
test,0,1,44,32,0.5275586539937649,23.556911412990303,23.55750519000867,0.705036461353302,0.2948717948717949,0.375,0.375,0.3073593073593074,3.295880149812734e-06,0.90625,0.0,2.0,hard|easy|medium
test,0,1,45,32,0.5273139470082242,24.084813741996186,24.085407453007065,0.6992275714874268,0.5037037037037037,0.4375,0.5020242914979757,0.4,3.3707865168539327e-06,1.03125,0.0,2.0,easy|medium|hard
test,0,1,46,32,0.52866869000718,24.61393337599293,24.614527159006684,0.6855289936065674,0.6041666666666666,0.53125,0.5809716599190283,0.5195195195195195,3.4456928838951313e-06,0.9375,0.0,2.0,medium|easy|hard
test,0,1,47,32,0.5278203339985339,25.14219295499788,25.14278666600876,0.6884749531745911,0.5727272727272728,0.5625,0.5625,0.5465587044534412,3.52059925093633e-06,0.78125,0.0,2.0,medium|easy|hard
test,0,1,48,32,0.527838308000355,25.670570552989375,25.671164272003807,0.69035404920578,0.6255411255411256,0.59375,0.6150793650793651,0.5901477832512315,3.595505617977528e-06,0.875,0.0,2.0,easy|hard|medium
test,0,1,49,32,0.528437204004149,26.199593785000616,26.200187503010966,0.6829333305358887,0.5483091787439613,0.59375,0.5416666666666666,0.539313399778516,3.670411985018727e-06,0.96875,0.0,2.0,medium|easy|hard
test,0,1,50,32,0.5285021290037548,26.728589327001828,26.72918304700579,0.6913827061653137,0.5777777777777777,0.5625,0.5411764705882353,0.49090909090909085,3.7453183520599255e-06,1.125,0.0,2.0,medium|easy|hard
