split,fold,epoch,batch,batch_size,batch_time_seconds,epoch_accumulated_time_seconds,total_accumulated_time_seconds,loss,precision,accuracy,recall,f1,learning_rate,difficulty_mean,difficulty_min,difficulty_max,difficulty_labels
test,0,1,1,32,0.7770495340082562,0.839285269001266,0.8398765560123138,0.6835938692092896,0.5333333333333333,0.5625,0.5079365079365079,0.4166666666666667,1.3245033112582784e-07,0.78125,0.0,2.0,hard|medium|easy
test,0,1,2,32,0.5245949179952731,1.3856014219927602,1.3861928080004873,0.7134684324264526,0.22580645161290322,0.4375,0.4666666666666667,0.30434782608695654,2.649006622516557e-07,0.9375,0.0,2.0,hard|easy|medium
test,0,1,3,32,0.5250470099999802,1.911252202000469,1.911843834008323,0.711355447769165,0.27419354838709675,0.53125,0.4722222222222222,0.3469387755102041,3.973509933774835e-07,0.90625,0.0,2.0,hard|medium|easy
test,0,1,4,32,0.5272003049904015,2.4390514149999944,2.4396427730098367,0.7102631330490112,0.23333333333333334,0.4375,0.4375,0.30434782608695654,5.298013245033113e-07,1.03125,0.0,2.0,medium|easy|hard
test,0,1,5,32,0.5283795909926994,2.9680735129950335,2.9686649030045373,0.6869330406188965,0.2903225806451613,0.5625,0.47368421052631576,0.36,6.622516556291392e-07,0.78125,0.0,2.0,medium|easy|hard
test,0,1,6,32,0.52759084799618,3.4962449470040156,3.49683628200728,0.7768131494522095,0.15625,0.3125,0.5,0.23809523809523808,7.94701986754967e-07,1.03125,0.0,2.0,medium|hard|easy
test,0,1,7,32,0.530102293996606,4.026945177000016,4.027536457011593,0.7124029397964478,0.25,0.46875,0.4411764705882353,0.3191489361702128,9.271523178807948e-07,0.75,0.0,2.0,medium|easy|hard
test,0,1,8,32,0.5288618750055321,4.556385748001048,4.556977131011081,0.7223527431488037,0.4666666666666667,0.4375,0.4920634920634921,0.34545454545454546,1.0596026490066227e-06,0.96875,0.0,2.0,medium|hard|easy
test,0,1,9,32,0.5286933579918696,5.085618135999539,5.086209395012702,0.6785221099853516,0.28125,0.5625,0.5,0.36,1.1920529801324504e-06,1.1875,0.0,2.0,easy|hard|medium
test,0,1,10,32,0.5285855260008248,5.614771580992965,5.615362903001369,0.679872989654541,0.31666666666666665,0.59375,0.4523809523809524,0.37254901960784315,1.3245033112582784e-06,0.5625,0.0,2.0,medium|easy|hard
test,0,1,11,32,0.5293084489967441,6.1446762130071875,6.145267488012905,0.6848770380020142,0.7741935483870968,0.5625,0.5333333333333333,0.4166666666666667,1.456953642384106e-06,0.875,0.0,2.0,hard|easy|medium
test,0,1,12,32,0.5280468980054138,6.673348811993492,6.673940006003249,0.7023682594299316,0.234375,0.46875,0.5,0.3191489361702128,1.589403973509934e-06,0.9375,0.0,2.0,easy|medium|hard
test,0,1,13,32,0.5281741799990414,7.2020790969982045,7.202670440005022,0.7085715532302856,0.2413793103448276,0.4375,0.4117647058823529,0.30434782608695654,1.7218543046357616e-06,1.125,0.0,2.0,medium|easy|hard
test,0,1,14,32,0.5298322869930416,7.732491385002504,7.733082656006445,0.7175155878067017,0.5402298850574713,0.4375,0.51417004048583,0.37662337662337664,1.8543046357615895e-06,1.03125,0.0,2.0,hard|medium|easy
test,0,1,15,32,0.529284150004969,8.262244603,8.262835878005717,0.6915059685707092,0.55,0.59375,0.5121457489878543,0.4340136054421769,1.9867549668874175e-06,1.09375,0.0,2.0,easy|hard|medium
test,0,1,16,32,0.5279724380088737,8.790723722006078,8.791314991001855,0.6990686655044556,0.6091954022988506,0.5625,0.5372549019607843,0.45893719806763283,2.1192052980132454e-06,1.0625,0.0,2.0,easy|medium|hard
