split,fold,epoch,batch,batch_size,batch_time_seconds,epoch_accumulated_time_seconds,total_accumulated_time_seconds,loss,precision,accuracy,recall,f1,learning_rate,difficulty_mean,difficulty_min,difficulty_max,difficulty_labels
test,0,1,1,32,0.7699021649896167,0.8288394210103434,0.8294492230052128,0.7118324041366577,0.5,0.5,0.5,0.3816425120772947,3.125e-07,0.0,0.0,0.0,easy
test,0,1,2,32,0.5252669409965165,1.3756343650165945,1.3762441870057955,0.6602596044540405,0.31666666666666665,0.59375,0.4523809523809524,0.37254901960784315,6.25e-07,0.0,0.0,0.0,easy
test,0,1,3,32,0.5275094489916228,1.9036061720107682,1.9042160740063991,0.6498050689697266,0.3225806451612903,0.625,0.47619047619047616,0.38461538461538464,9.375000000000001e-07,0.0,0.0,0.0,easy
test,0,1,4,32,0.526893160014879,2.4310871320194565,2.4316969479841646,0.7106943130493164,0.25,0.5,0.5,0.3333333333333333,1.25e-06,0.0,0.0,0.0,easy
test,0,1,5,32,0.5279925260110758,2.959615157014923,2.96022505799192,0.6513768434524536,0.328125,0.65625,0.5,0.39622641509433965,1.5625e-06,0.0,0.0,0.0,easy
test,0,1,6,32,0.5283638459804934,3.488587568019284,3.4891974789788947,0.7063839435577393,0.25,0.5,0.5,0.3333333333333333,1.8750000000000003e-06,0.0,0.0,0.0,easy
test,0,1,7,32,0.5279791979992297,4.017157096997835,4.017767006997019,0.698823869228363,0.5333333333333333,0.5625,0.5079365079365079,0.4166666666666667,2.1875000000000002e-06,0.0,0.0,0.0,easy
test,0,1,8,32,0.5285629889986012,4.546248692000518,4.5468585759808775,0.7375122904777527,0.22580645161290322,0.4375,0.4666666666666667,0.30434782608695654,2.5e-06,0.0,0.0,0.0,easy
test,0,1,9,32,0.5291928510123398,5.075900499999989,5.076510357990628,0.7485904693603516,0.171875,0.34375,0.5,0.2558139534883721,2.8125e-06,0.0,0.0,0.0,easy
test,0,1,10,32,0.528998560999753,5.60543740799767,5.60604720399715,0.6769425868988037,0.3125,0.625,0.5,0.38461538461538464,3.125e-06,0.0,0.0,0.0,easy
test,0,1,11,32,0.5278581989987288,6.133840580005199,6.134450518991798,0.6920887231826782,0.25,0.5,0.5,0.3333333333333333,3.4375e-06,0.0,0.0,0.0,easy
test,0,1,12,32,0.5283978890220169,6.66275794399553,6.6633677989884745,0.7249358892440796,0.21875,0.4375,0.5,0.30434782608695654,3.7500000000000005e-06,0.0,0.0,0.0,easy
test,0,1,13,32,0.5284734049928375,7.191799171996536,7.192409091978334,0.7183111906051636,0.3390804597701149,0.34375,0.4416666666666667,0.2873806998939554,4.0625000000000005e-06,0.0,0.0,0.0,easy
test,0,1,14,32,0.5272734290047083,7.719653192994883,7.720262966991868,0.7646350264549255,0.39285714285714285,0.3125,0.4454545454545455,0.2874493927125506,4.3750000000000005e-06,0.0,0.0,0.0,easy
