split,fold,epoch,batch,batch_size,batch_time_seconds,epoch_accumulated_time_seconds,total_accumulated_time_seconds,loss,precision,accuracy,recall,f1,learning_rate,difficulty_mean,difficulty_min,difficulty_max,difficulty_labels
test,0,1,1,32,0.7688338379994093,0.8300810179998734,0.8306566279998151,0.6835938692092896,0.5333333333333333,0.5625,0.5079365079365079,0.4166666666666667,1.3245033112582784e-07,0.78125,0.0,2.0,hard|medium|easy
test,0,1,2,32,0.5257347790002314,1.3773830350000935,1.3779587250000986,0.7134684324264526,0.22580645161290322,0.4375,0.4666666666666667,0.30434782608695654,2.649006622516557e-07,0.9375,0.0,2.0,hard|easy|medium
test,0,1,3,32,0.5270563809999658,1.9050164919999588,1.9055921700000908,0.711355447769165,0.27419354838709675,0.53125,0.4722222222222222,0.3469387755102041,3.973509933774835e-07,0.90625,0.0,2.0,hard|medium|easy
test,0,1,4,32,0.5264465259997451,2.4320024540002123,2.4325781369998367,0.7102631330490112,0.23333333333333334,0.4375,0.4375,0.30434782608695654,5.298013245033113e-07,1.03125,0.0,2.0,medium|easy|hard
test,0,1,5,32,0.5277486609993502,2.9602797930001543,2.9608554729993557,0.6869330406188965,0.2903225806451613,0.5625,0.47368421052631576,0.36,6.622516556291392e-07,0.78125,0.0,2.0,medium|easy|hard
test,0,1,6,32,0.5279055159999189,3.4888205229999585,3.489396160999604,0.7768132090568542,0.15625,0.3125,0.5,0.23809523809523808,7.94701986754967e-07,1.03125,0.0,2.0,medium|hard|easy
test,0,1,7,32,0.5270720349999465,4.016456543999993,4.017032155999914,0.7124029397964478,0.25,0.46875,0.4411764705882353,0.3191489361702128,9.271523178807948e-07,0.75,0.0,2.0,medium|easy|hard
test,0,1,8,32,0.5286283430004914,4.545626555000126,4.546202258999983,0.7223527431488037,0.4666666666666667,0.4375,0.4920634920634921,0.34545454545454546,1.0596026490066227e-06,0.96875,0.0,2.0,medium|hard|easy
test,0,1,9,32,0.5290883309999117,5.0752872209995985,5.0758628399999,0.6785221099853516,0.28125,0.5625,0.5,0.36,1.1920529801324504e-06,1.1875,0.0,2.0,easy|hard|medium
test,0,1,10,32,0.529344898999625,5.605202429000201,5.605778037999698,0.679872989654541,0.31666666666666665,0.59375,0.4523809523809524,0.37254901960784315,1.3245033112582784e-06,0.5625,0.0,2.0,medium|easy|hard
test,0,1,11,32,0.5295000619998973,6.135276795000209,6.135852387999876,0.6848770380020142,0.7741935483870968,0.5625,0.5333333333333333,0.4166666666666667,1.456953642384106e-06,0.875,0.0,2.0,hard|easy|medium
test,0,1,12,32,0.5306538849999924,6.666482900000119,6.667058483999426,0.7023682594299316,0.234375,0.46875,0.5,0.3191489361702128,1.589403973509934e-06,0.9375,0.0,2.0,easy|medium|hard
test,0,1,13,32,0.529853634000574,7.197037830999761,7.197613516999809,0.7085715532302856,0.2413793103448276,0.4375,0.4117647058823529,0.30434782608695654,1.7218543046357616e-06,1.125,0.0,2.0,medium|easy|hard
test,0,1,14,32,0.5295097059997715,7.727035242000056,7.727610834999723,0.7175155282020569,0.5402298850574713,0.4375,0.51417004048583,0.37662337662337664,1.8543046357615895e-06,1.03125,0.0,2.0,hard|medium|easy
test,0,1,15,32,0.530875551000463,8.258434936999947,8.259010504999424,0.691506028175354,0.55,0.59375,0.5121457489878543,0.4340136054421769,1.9867549668874175e-06,1.09375,0.0,2.0,easy|hard|medium
test,0,1,16,32,0.5303080450003108,8.78926782399958,8.789843413999733,0.6990686655044556,0.6091954022988506,0.5625,0.5372549019607843,0.45893719806763283,2.1192052980132454e-06,1.0625,0.0,2.0,easy|medium|hard
test,0,1,17,32,0.5291189589997884,9.3189567419995,9.319532403999801,0.6964364647865295,0.7903225806451613,0.59375,0.5357142857142857,0.4340136054421769,2.2516556291390733e-06,1.0,0.0,2.0,medium|easy|hard
test,0,1,18,32,0.5309281479994752,9.850494237999555,9.851069833999645,0.6971668601036072,0.234375,0.46875,0.5,0.3191489361702128,2.384105960264901e-06,1.0,0.0,2.0,medium|easy|hard
test,0,1,19,32,0.5303370390001874,10.38136286200006,10.381938449999325,0.7202584743499756,0.3735632183908046,0.40625,0.45634920634920634,0.3266888150609081,2.516556291390729e-06,1.1875,0.0,2.0,hard|easy|medium
test,0,1,20,32,0.5292940780000208,10.911259997999878,10.911835619999692,0.6961789131164551,0.40804597701149425,0.46875,0.46875,0.36374269005847953,2.6490066225165567e-06,0.84375,0.0,2.0,easy|medium|hard
test,0,1,21,32,0.5308657199993831,11.442680129999644,11.443255911000051,0.6936824321746826,0.39285714285714285,0.5,0.4523809523809524,0.3816425120772947,2.7814569536423843e-06,1.34375,0.0,2.0,hard|medium|easy
test,0,1,22,32,0.5301078720003716,11.97325264400024,11.973828200999378,0.6707327365875244,0.8166666666666667,0.65625,0.5769230769230769,0.5210884353741496,2.913907284768212e-06,0.6875,0.0,2.0,hard|medium|easy
test,0,1,23,32,0.5297969820003345,12.503588587000195,12.504164216999925,0.7198271751403809,0.3222222222222222,0.40625,0.40625,0.3266888150609081,3.04635761589404e-06,1.25,0.0,2.0,hard|easy|medium
test,0,1,24,32,0.5310329620006087,13.035225601999628,13.035801164999612,0.6898479461669922,0.40804597701149425,0.46875,0.46875,0.36374269005847953,3.178807947019868e-06,0.90625,0.0,2.0,easy|hard|medium
test,0,1,25,32,0.5317974340005094,13.567574665999928,13.568150262000017,0.7077270746231079,0.7419354838709677,0.5,0.5294117647058824,0.3816425120772947,3.311258278145696e-06,1.0,0.0,2.0,easy|hard|medium
test,0,1,26,32,0.5300235499998962,14.098057659000006,14.098633214000074,0.6944288015365601,0.5,0.5,0.5,0.3816425120772947,3.443708609271523e-06,1.15625,0.0,2.0,medium|hard|easy
test,0,1,27,32,0.5291974809997555,14.627903450999838,14.628479340000013,0.7276312112808228,0.21666666666666667,0.40625,0.43333333333333335,0.28888888888888886,3.576158940397351e-06,1.125,0.0,2.0,hard|medium|easy
test,0,1,28,32,0.5302173929994751,15.158673527999781,15.15924913299932,0.699383020401001,0.27419354838709675,0.53125,0.4722222222222222,0.3469387755102041,3.708609271523179e-06,1.09375,0.0,2.0,hard|medium|easy
test,0,1,29,32,0.5306325619994823,15.689799828000105,15.69037539799956,0.7181956171989441,0.45,0.40625,0.48785425101214575,0.3266888150609081,3.841059602649007e-06,1.125,0.0,2.0,hard|medium|easy
